,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost,totalcost,totalSales,Profit
5897,SO - 0005998,In-Store,WARE-UHY1004,2019-01-12,2020-04-29,2020-12-05,2020-05-22,USD,3,41,245,38,4,0.05,3845.8,1884.442,7537.768,14614.04,7076.272000000001
5898,SO - 0005999,Online,WARE-NMK1003,2019-01-12,2020-04-29,2020-05-16,2020-05-22,USD,17,9,196,40,8,0.05,3202.6,2049.664,16397.312,24339.76,7942.447999999997
5899,SO - 0006000,Distributor,WARE-PUJ1005,2020-10-03,2020-04-29,2020-05-17,2020-05-20,USD,24,22,322,30,1,0.1,730.3,438.18,438.18,657.27,219.08999999999997
5900,SO - 0006001,In-Store,WARE-UHY1004,2020-10-03,2020-04-29,2020-03-05,2020-05-13,USD,2,38,261,22,4,0.4,1889.4,1549.308,6197.232,4534.56,-1662.6719999999996
5901,SO - 0006002,In-Store,WARE-NMK1003,2020-10-03,2020-04-30,2020-05-25,2020-05-27,USD,9,44,201,29,4,0.05,3979.8,3343.032,13372.128,15123.24,1751.1119999999992
5902,SO - 0006003,In-Store,WARE-NBV1002,2020-10-03,2020-04-30,2020-05-22,2020-05-24,USD,1,50,80,34,1,0.1,1949.7,1559.76,1559.76,1754.73,194.97000000000003
5903,SO - 0006004,Online,WARE-XYS1001,2019-01-12,2020-04-30,2020-09-05,2020-11-05,USD,18,9,38,20,2,0.15,2244.5,1683.375,3366.75,3815.65,448.9000000000001
5904,SO - 0006005,In-Store,WARE-NMK1003,2019-01-12,2020-04-30,2020-10-05,2020-05-18,USD,3,9,160,10,8,0.1,2512.5,1231.125,9849.0,18090.0,8241.0
5905,SO - 0006006,In-Store,WARE-NMK1003,2020-10-03,2020-04-30,2020-09-05,2020-10-05,USD,12,2,154,19,8,0.4,984.9,679.581,5436.648,4727.5199999999995,-709.1280000000006
5906,SO - 0006007,In-Store,WARE-PUJ1005,2020-10-03,2020-04-30,2020-06-05,2020-05-16,USD,7,24,266,26,1,0.15,1118.9,704.907,704.907,951.065,246.15800000000002
5907,SO - 0006008,Online,WARE-NMK1003,2020-10-03,2020-04-30,2020-04-05,2020-09-05,USD,17,5,170,29,3,0.1,5835.7,2509.351,7528.053,15756.39,8228.337
5908,SO - 0006009,Online,WARE-MKL1006,2020-10-03,2020-04-30,2020-03-05,2020-11-05,USD,13,31,356,44,8,0.05,2860.9,2288.72,18309.76,21742.84,3433.0800000000017
5909,SO - 0006010,Online,WARE-NBV1002,2019-01-12,2020-04-30,2020-05-26,2020-05-27,USD,19,17,85,34,4,0.05,6304.7,3026.256,12105.024,23957.859999999997,11852.835999999998
5910,SO - 0006011,Distributor,WARE-NMK1003,2020-10-03,2020-01-05,2020-05-25,2020-05-30,USD,23,3,100,25,2,0.15,3262.9,1925.111,3850.222,5546.93,1696.708
5911,SO - 0006012,In-Store,WARE-XYS1001,2019-01-12,2020-01-05,2020-09-05,2020-05-13,USD,8,7,41,9,8,0.05,227.8,95.676,765.408,1731.28,965.872
5912,SO - 0006013,Online,WARE-NMK1003,2019-01-12,2020-01-05,2020-05-20,2020-05-24,USD,16,20,148,47,1,0.2,3839.1,1727.595,1727.595,3071.28,1343.6850000000002
5913,SO - 0006014,In-Store,WARE-XYS1001,2019-01-12,2020-01-05,2020-05-05,2020-09-05,USD,10,26,18,22,5,0.05,180.9,86.832,434.15999999999997,859.275,425.115
5914,SO - 0006015,In-Store,WARE-PUJ1005,2019-01-12,2020-01-05,2020-05-26,2020-04-06,USD,3,4,270,36,5,0.3,221.1,148.137,740.685,773.8499999999999,33.164999999999964
5915,SO - 0006016,Online,WARE-NMK1003,2020-10-03,2020-01-05,2020-05-15,2020-05-17,USD,17,31,88,17,6,0.075,884.4,442.2,2653.2,4908.42,2255.2200000000003
5916,SO - 0006017,In-Store,WARE-PUJ1005,2019-01-12,2020-01-05,2020-05-27,2020-04-06,USD,8,30,267,3,1,0.3,1775.5,1296.115,1296.115,1242.85,-53.2650000000001
5917,SO - 0006018,In-Store,WARE-NBV1002,2019-01-12,2020-01-05,2020-05-23,2020-05-28,USD,9,16,69,34,2,0.05,1065.3,521.997,1043.994,2024.0699999999997,980.0759999999998
5918,SO - 0006019,Wholesale,WARE-NBV1002,2019-01-12,2020-01-05,2020-05-05,2020-06-05,USD,26,46,81,39,4,0.2,3879.3,1823.271,7293.084,12413.760000000002,5120.676000000002
5919,SO - 0006020,In-Store,WARE-NMK1003,2019-01-12,2020-02-05,2020-05-24,2020-05-27,USD,3,37,121,2,8,0.05,5118.8,3890.288,31122.304,38902.88,7780.575999999997
5920,SO - 0006021,Distributor,WARE-XYS1001,2020-10-03,2020-02-05,2020-05-25,2020-05-30,USD,24,35,24,34,2,0.1,904.5,515.565,1031.13,1628.1000000000001,596.97
5921,SO - 0006022,Online,WARE-UHY1004,2020-10-03,2020-03-05,2020-05-27,2020-05-31,USD,17,48,224,39,7,0.4,1742.0,992.94,6950.58,7316.400000000001,365.8200000000006
5922,SO - 0006023,Online,WARE-MKL1006,2019-01-12,2020-03-05,2020-11-05,2020-05-13,USD,15,22,332,21,3,0.05,4013.3,2688.911,8066.733,11437.905,3371.1720000000005
5923,SO - 0006024,In-Store,WARE-UHY1004,2020-10-03,2020-03-05,2020-05-17,2020-05-20,USD,8,6,246,26,5,0.2,1306.5,1084.395,5421.975,5226.0,-195.97500000000036
5924,SO - 0006025,Online,WARE-XYS1001,2020-10-03,2020-03-05,2020-05-28,2020-03-06,USD,19,41,37,16,1,0.05,3222.7,2610.387,2610.387,3061.5649999999996,451.17799999999943
5925,SO - 0006026,In-Store,WARE-UHY1004,2019-01-12,2020-03-05,2020-05-29,2020-01-06,USD,11,45,207,36,8,0.05,3973.1,1907.088,15256.704,30195.559999999998,14938.855999999998
5926,SO - 0006027,Online,WARE-XYS1001,2019-01-12,2020-03-05,2020-05-14,2020-05-20,USD,17,39,38,27,5,0.1,1078.7,539.35,2696.75,4854.150000000001,2157.4000000000005
5927,SO - 0006028,In-Store,WARE-XYS1001,2019-01-12,2020-03-05,2020-05-24,2020-05-25,USD,1,40,49,27,5,0.2,3926.2,1845.314,9226.57,15704.8,6478.23
5928,SO - 0006029,Distributor,WARE-PUJ1005,2020-10-03,2020-03-05,2020-12-05,2020-05-19,USD,22,50,292,11,4,0.05,201.0,84.42,337.68,763.8,426.11999999999995
5929,SO - 0006030,In-Store,WARE-NMK1003,2019-01-12,2020-04-05,2020-05-18,2020-05-26,USD,7,48,176,30,8,0.2,3685.0,2395.25,19162.0,23584.0,4422.0
5930,SO - 0006031,Distributor,WARE-UHY1004,2019-01-12,2020-04-05,2020-05-21,2020-05-29,USD,21,8,220,33,6,0.2,3530.9,1482.978,8897.868,16948.32,8050.451999999999
5931,SO - 0006032,Online,WARE-NBV1002,2019-01-12,2020-04-05,2020-06-05,2020-11-05,USD,18,15,63,14,7,0.1,777.2,349.74,2448.1800000000003,4896.360000000001,2448.1800000000003
5932,SO - 0006033,In-Store,WARE-NMK1003,2020-10-03,2020-04-05,2020-05-18,2020-05-28,USD,6,36,126,1,4,0.2,871.0,426.79,1707.16,2787.2000000000003,1080.0400000000002
5933,SO - 0006034,Online,WARE-XYS1001,2019-01-12,2020-04-05,2020-05-29,2020-05-30,USD,16,20,36,26,4,0.2,1139.0,569.5,2278.0,3644.8,1366.8000000000002
5934,SO - 0006035,In-Store,WARE-NBV1002,2019-01-12,2020-04-05,2020-05-28,2020-06-06,USD,3,13,83,11,3,0.1,167.5,118.925,356.775,452.25,95.47500000000002
5935,SO - 0006036,Online,WARE-XYS1001,2020-10-03,2020-05-05,2020-05-26,2020-05-30,USD,20,1,38,46,6,0.075,201.0,120.6,723.5999999999999,1115.5500000000002,391.9500000000003
5936,SO - 0006037,Distributor,WARE-NMK1003,2020-10-03,2020-05-05,2020-05-31,2020-03-06,USD,24,40,133,16,1,0.4,5607.9,4149.846,4149.846,3364.74,-785.1059999999998
5937,SO - 0006038,In-Store,WARE-PUJ1005,2019-01-12,2020-05-05,2020-05-24,2020-05-31,USD,9,30,318,35,8,0.15,3886.0,2059.58,16476.64,26424.8,9948.16
5938,SO - 0006039,In-Store,WARE-UHY1004,2020-10-03,2020-05-05,2020-09-05,2020-11-05,USD,7,25,255,19,4,0.1,3343.3,2407.176,9628.704,12035.880000000001,2407.1760000000013
5939,SO - 0006040,Online,WARE-UHY1004,2019-01-12,2020-05-05,2020-05-30,2020-01-06,USD,18,47,224,25,8,0.05,2814.0,1181.88,9455.04,21386.399999999998,11931.359999999997
5940,SO - 0006041,In-Store,WARE-NMK1003,2019-01-12,2020-05-05,2020-05-14,2020-05-23,USD,12,23,130,33,7,0.15,991.6,505.716,3540.012,5900.02,2360.0080000000003
5941,SO - 0006042,Distributor,WARE-UHY1004,2019-01-12,2020-05-05,2020-05-13,2020-05-14,USD,23,39,217,38,7,0.075,1159.1,475.231,3326.617,7505.172500000001,4178.5555
5942,SO - 0006043,In-Store,WARE-UHY1004,2020-10-03,2020-06-05,2020-11-05,2020-05-15,USD,8,43,244,9,2,0.05,2499.1,1074.613,2149.226,4748.29,2599.064
5943,SO - 0006044,In-Store,WARE-NMK1003,2020-10-03,2020-06-05,2020-05-25,2020-01-06,USD,2,21,191,28,8,0.3,2298.1,1493.765,11950.12,12869.359999999999,919.239999999998
5944,SO - 0006045,Distributor,WARE-NMK1003,2019-01-12,2020-06-05,2020-05-27,2020-05-30,USD,21,30,152,26,7,0.075,1139.0,569.5,3986.5,7375.025000000001,3388.5250000000005
5945,SO - 0006046,In-Store,WARE-NMK1003,2020-10-03,2020-06-05,2020-05-23,2020-05-25,USD,5,48,113,15,5,0.075,1835.8,1542.072,7710.36,8490.575,780.215000000001
5946,SO - 0006047,In-Store,WARE-XYS1001,2019-01-12,2020-06-05,2020-05-21,2020-05-26,USD,9,40,31,28,1,0.05,1098.8,922.992,922.992,1043.86,120.86799999999994
5947,SO - 0006048,Distributor,WARE-PUJ1005,2019-01-12,2020-07-05,2020-05-26,2020-03-06,USD,22,20,296,30,7,0.1,3825.7,3175.331,22227.317000000003,24101.91,1874.5929999999971
5948,SO - 0006049,In-Store,WARE-NBV1002,2019-01-12,2020-07-05,2020-05-30,2020-07-06,USD,8,22,62,37,7,0.075,911.2,765.408,5357.856,5900.02,542.1640000000007
5949,SO - 0006050,Online,WARE-NMK1003,2020-10-03,2020-07-05,2020-10-05,2020-05-18,USD,17,14,160,34,7,0.4,2572.8,1312.128,9184.895999999999,10805.76,1620.8640000000014
5950,SO - 0006051,In-Store,WARE-PUJ1005,2020-10-03,2020-07-05,2020-05-14,2020-05-22,USD,1,24,278,12,3,0.05,227.8,177.684,533.052,649.23,116.178
5951,SO - 0006052,Distributor,WARE-PUJ1005,2019-01-12,2020-07-05,2020-05-23,2020-05-28,USD,22,39,318,21,7,0.15,1266.3,835.758,5850.3060000000005,7534.485000000001,1684.179
5952,SO - 0006053,Wholesale,WARE-MKL1006,2019-01-12,2020-07-05,2020-05-17,2020-05-21,USD,25,18,366,17,6,0.15,2626.4,1943.536,11661.216,13394.64,1733.423999999999
5953,SO - 0006054,In-Store,WARE-NBV1002,2020-10-03,2020-07-05,2020-09-05,2020-10-05,USD,4,25,61,13,5,0.075,783.9,368.433,1842.165,3625.5375,1783.3725
5954,SO - 0006055,Online,WARE-NBV1002,2020-10-03,2020-07-05,2020-05-24,2020-05-27,USD,18,6,65,2,3,0.1,2968.1,1869.903,5609.709,8013.87,2404.161
5955,SO - 0006056,Online,WARE-XYS1001,2020-10-03,2020-08-05,2020-05-15,2020-05-21,USD,17,4,12,41,5,0.4,3075.3,1722.168,8610.84,9225.9,615.0599999999995
5956,SO - 0006057,Distributor,WARE-NMK1003,2019-01-12,2020-08-05,2020-05-17,2020-05-19,USD,23,45,172,4,3,0.05,194.3,89.378,268.134,553.755,285.621
5957,SO - 0006058,Online,WARE-XYS1001,2020-10-03,2020-08-05,2020-05-20,2020-05-22,USD,18,39,35,26,2,0.05,1728.6,726.012,1452.024,3284.3399999999997,1832.3159999999998
5958,SO - 0006059,Wholesale,WARE-UHY1004,2019-01-12,2020-08-05,2020-05-06,2020-09-06,USD,26,43,223,11,5,0.075,891.1,730.702,3653.51,4121.337500000001,467.8275000000003
5959,SO - 0006060,Distributor,WARE-NMK1003,2020-10-03,2020-08-05,2020-11-05,2020-05-13,USD,25,15,123,31,3,0.2,1078.7,528.563,1585.6889999999999,2588.88,1003.1910000000003
5960,SO - 0006061,Wholesale,WARE-XYS1001,2019-01-12,2020-08-05,2020-05-26,2020-05-06,USD,26,7,19,41,3,0.15,3845.8,2768.976,8306.928,9806.79,1499.862000000001
5961,SO - 0006062,Distributor,WARE-XYS1001,2020-10-03,2020-08-05,2020-04-06,2020-06-13,USD,24,34,48,38,5,0.1,3939.6,2087.988,10439.939999999999,17728.2,7288.260000000002
5962,SO - 0006063,Distributor,WARE-NMK1003,2019-01-12,2020-08-05,2020-01-06,2020-07-06,USD,21,30,146,31,7,0.1,891.1,623.77,4366.389999999999,5613.93,1247.5400000000009
5963,SO - 0006064,In-Store,WARE-NMK1003,2019-01-12,2020-09-05,2020-05-06,2020-08-06,USD,4,2,191,39,1,0.15,3959.7,2930.178,2930.178,3365.745,435.567
5964,SO - 0006065,In-Store,WARE-XYS1001,2019-01-12,2020-09-05,2020-05-06,2020-06-13,USD,9,13,26,6,4,0.15,6277.9,4959.541,19838.164,21344.859999999997,1506.6959999999963
5965,SO - 0006066,In-Store,WARE-UHY1004,2019-01-12,2020-09-05,2020-05-29,2020-07-06,USD,4,21,226,2,6,0.1,817.4,580.354,3482.1240000000003,4413.96,931.8359999999998
5966,SO - 0006067,Online,WARE-UHY1004,2020-10-03,2020-09-05,2020-05-30,2020-01-06,USD,15,11,214,16,8,0.05,3946.3,1933.687,15469.496,29991.88,14522.384000000002
5967,SO - 0006068,In-Store,WARE-NMK1003,2019-01-12,2020-09-05,2020-05-13,2020-05-21,USD,1,48,115,46,3,0.15,2458.9,1303.217,3909.6510000000003,6270.195,2360.5439999999994
5968,SO - 0006069,In-Store,WARE-MKL1006,2019-01-12,2020-09-05,2020-01-06,2020-09-06,USD,3,22,331,14,5,0.15,2211.0,906.51,4532.55,9396.75,4864.2
5969,SO - 0006070,Wholesale,WARE-PUJ1005,2019-01-12,2020-09-05,2020-05-28,2020-03-06,USD,25,20,266,40,7,0.1,3852.5,1541.0,10787.0,24270.75,13483.75
5970,SO - 0006071,In-Store,WARE-UHY1004,2019-01-12,2020-09-05,2020-05-20,2020-05-28,USD,11,3,252,7,2,0.1,2659.9,2260.915,4521.83,4787.820000000001,265.9900000000007
5971,SO - 0006072,Online,WARE-MKL1006,2020-10-03,2020-09-05,2020-05-20,2020-05-21,USD,12,18,347,4,4,0.1,877.7,351.08,1404.32,3159.7200000000003,1755.4000000000003
5972,SO - 0006073,In-Store,WARE-NMK1003,2020-10-03,2020-09-05,2020-06-06,2020-10-06,USD,6,40,159,40,2,0.05,1728.6,726.012,1452.024,3284.3399999999997,1832.3159999999998
5973,SO - 0006074,Online,WARE-XYS1001,2019-01-12,2020-09-05,2020-05-21,2020-05-31,USD,18,49,42,45,1,0.075,2438.8,1926.652,1926.652,2255.8900000000003,329.2380000000003
5974,SO - 0006075,Wholesale,WARE-PUJ1005,2019-01-12,2020-09-05,2020-03-06,2020-09-06,USD,28,30,301,39,6,0.1,207.7,85.157,510.942,1121.58,610.6379999999999
5975,SO - 0006076,In-Store,WARE-MKL1006,2020-10-03,2020-09-05,2020-05-06,2020-10-06,USD,7,4,330,17,2,0.075,1829.1,1006.005,2012.01,3383.835,1371.825
5976,SO - 0006077,Wholesale,WARE-PUJ1005,2019-01-12,2020-10-05,2020-05-15,2020-05-20,USD,27,41,280,18,5,0.05,5038.4,3778.8,18894.0,23932.399999999998,5038.399999999998
5977,SO - 0006078,In-Store,WARE-PUJ1005,2020-10-03,2020-10-05,2020-05-20,2020-05-22,USD,6,25,292,30,5,0.15,3932.9,2831.688,14158.44,16714.825,2556.385
5978,SO - 0006079,In-Store,WARE-MKL1006,2019-01-12,2020-10-05,2020-05-13,2020-05-22,USD,7,22,366,15,3,0.15,6224.3,4481.496,13444.488000000001,15871.965,2427.476999999999
5979,SO - 0006080,In-Store,WARE-MKL1006,2020-10-03,2020-10-05,2020-12-05,2020-05-14,USD,2,34,345,25,5,0.075,2391.9,1865.682,9328.41,11062.5375,1734.1275000000005
5980,SO - 0006081,In-Store,WARE-XYS1001,2019-01-12,2020-10-05,2020-05-28,2020-05-29,USD,9,48,58,46,7,0.4,2211.0,1857.24,13000.68,9286.199999999999,-3714.4800000000014
5981,SO - 0006082,In-Store,WARE-NMK1003,2020-10-03,2020-10-05,2020-06-06,2020-06-14,USD,5,25,108,28,2,0.075,1092.1,578.813,1157.626,2020.385,862.759
5982,SO - 0006083,Online,WARE-PUJ1005,2020-10-03,2020-10-05,2020-05-13,2020-05-15,USD,17,23,264,13,3,0.1,6365.0,4582.8,13748.400000000001,17185.5,3437.0999999999985
5983,SO - 0006084,In-Store,WARE-NMK1003,2020-10-03,2020-11-05,2020-05-20,2020-05-25,USD,8,40,141,14,3,0.2,1742.0,1463.28,4389.84,4180.8,-209.03999999999996
5984,SO - 0006085,Distributor,WARE-NMK1003,2020-10-03,2020-11-05,2020-05-30,2020-01-06,USD,21,18,91,45,2,0.075,261.3,164.619,329.238,483.40500000000003,154.16700000000003
5985,SO - 0006086,Online,WARE-XYS1001,2020-10-03,2020-11-05,2020-06-06,2020-06-14,USD,17,15,8,5,7,0.2,3966.4,1705.552,11938.864,22211.840000000004,10272.976000000004
5986,SO - 0006087,In-Store,WARE-PUJ1005,2020-10-03,2020-11-05,2020-03-06,2020-06-13,USD,8,16,294,37,7,0.1,4020.0,2170.8,15195.600000000002,25326.0,10130.399999999998
5987,SO - 0006088,Online,WARE-UHY1004,2020-10-03,2020-11-05,2020-01-06,2020-08-06,USD,16,39,219,47,2,0.05,1118.9,660.151,1320.302,2125.91,805.608
5988,SO - 0006089,In-Store,WARE-NMK1003,2020-10-03,2020-11-05,2020-05-14,2020-05-23,USD,9,2,178,28,7,0.075,830.8,589.868,4129.076,5379.43,1250.3540000000003
5989,SO - 0006090,Wholesale,WARE-MKL1006,2020-10-03,2020-12-05,2020-08-06,2020-06-17,USD,28,35,342,12,2,0.2,174.2,87.1,174.2,278.71999999999997,104.51999999999998
5990,SO - 0006091,In-Store,WARE-NMK1003,2020-10-03,2020-12-05,2020-06-06,2020-06-13,USD,5,6,165,17,5,0.05,3142.3,2608.109,13040.545,14925.925,1885.3799999999992
5991,SO - 0006092,In-Store,WARE-PUJ1005,2020-10-03,2020-12-05,2020-05-15,2020-05-20,USD,6,30,284,25,4,0.1,1125.6,686.616,2746.464,4052.16,1305.696
5992,SO - 0006093,Distributor,WARE-PUJ1005,2020-10-03,2020-12-05,2020-05-25,2020-01-06,USD,24,7,312,21,3,0.05,6177.4,5065.468,15196.403999999999,17605.59,2409.1860000000015
5993,SO - 0006094,In-Store,WARE-NMK1003,2019-01-12,2020-12-05,2020-04-06,2020-05-06,USD,11,2,148,25,4,0.05,1199.3,791.538,3166.152,4557.339999999999,1391.1879999999992
5994,SO - 0006095,In-Store,WARE-UHY1004,2020-10-03,2020-05-13,2020-05-21,2020-05-23,USD,9,20,215,13,3,0.15,783.9,642.798,1928.394,1998.9449999999997,70.5509999999997
5995,SO - 0006096,In-Store,WARE-MKL1006,2020-10-03,2020-05-13,2020-05-24,2020-05-29,USD,2,48,349,32,2,0.1,268.0,198.32,396.64,482.40000000000003,85.76000000000005
5996,SO - 0006097,Online,WARE-PUJ1005,2019-01-12,2020-05-13,2020-05-19,2020-05-20,USD,13,27,292,28,6,0.075,2010.0,1386.9,8321.400000000001,11155.5,2834.0999999999985
5997,SO - 0006098,Wholesale,WARE-NMK1003,2019-01-12,2020-05-13,2020-05-25,2020-05-26,USD,26,24,140,34,1,0.15,3973.1,3377.135,3377.135,3377.1349999999998,-4.547473508864641e-13
5998,SO - 0006099,Online,WARE-NMK1003,2020-10-03,2020-05-14,2020-09-06,2020-12-06,USD,16,16,161,3,5,0.1,1152.4,691.44,3457.2000000000003,5185.8,1728.6
5999,SO - 0006100,Distributor,WARE-NMK1003,2020-10-03,2020-05-14,2020-11-06,2020-06-13,USD,21,38,99,18,3,0.1,1112.2,556.1,1668.3000000000002,3002.94,1334.6399999999999
6000,SO - 0006101,In-Store,WARE-NMK1003,2019-01-12,2020-05-14,2020-05-25,2020-04-06,USD,11,37,169,16,3,0.05,6210.9,3353.886,10061.658,17701.065,7639.406999999999
6001,SO - 0006102,Online,WARE-PUJ1005,2020-10-03,2020-05-14,2020-05-30,2020-03-06,USD,17,23,284,44,8,0.05,911.2,747.184,5977.472,6925.12,947.6480000000001
6002,SO - 0006103,Online,WARE-NMK1003,2019-01-12,2020-05-14,2020-09-06,2020-06-13,USD,13,5,130,13,6,0.05,180.9,146.529,879.174,1031.1299999999999,151.9559999999999
6003,SO - 0006104,Online,WARE-NMK1003,2020-10-03,2020-05-14,2020-07-06,2020-06-16,USD,20,32,181,31,4,0.05,3999.9,2119.947,8479.788,15199.619999999999,6719.8319999999985
6004,SO - 0006105,Wholesale,WARE-XYS1001,2019-01-12,2020-05-14,2020-05-23,2020-05-27,USD,26,39,42,8,3,0.05,1896.1,777.401,2332.203,5403.884999999999,3071.6819999999993
6005,SO - 0006106,In-Store,WARE-XYS1001,2020-10-03,2020-05-14,2020-08-06,2020-06-16,USD,1,24,30,41,8,0.05,3886.0,2059.58,16476.64,29533.6,13056.96
6006,SO - 0006107,In-Store,WARE-PUJ1005,2020-10-03,2020-05-14,2020-05-29,2020-04-06,USD,9,35,326,21,5,0.2,5326.5,3036.105,15180.525,21306.0,6125.475
6007,SO - 0006108,Wholesale,WARE-PUJ1005,2020-10-03,2020-05-14,2020-05-22,2020-05-25,USD,28,47,285,16,8,0.15,234.5,126.63,1013.04,1594.6,581.56
6008,SO - 0006109,Distributor,WARE-PUJ1005,2019-01-12,2020-05-14,2020-05-06,2020-08-06,USD,21,38,316,35,3,0.075,2445.5,978.2,2934.6000000000004,6786.262500000001,3851.6625000000004
6009,SO - 0006110,Distributor,WARE-NMK1003,2019-01-12,2020-05-14,2020-07-06,2020-10-06,USD,23,10,109,26,1,0.05,234.5,154.77,154.77,222.77499999999998,68.00499999999997
6010,SO - 0006111,Online,WARE-XYS1001,2020-10-03,2020-05-15,2020-05-18,2020-05-20,USD,19,44,46,22,5,0.05,2211.0,1216.05,6080.25,10502.25,4422.0
6011,SO - 0006112,In-Store,WARE-UHY1004,2019-01-12,2020-05-15,2020-05-23,2020-05-28,USD,2,40,248,20,4,0.075,5587.8,3017.412,12069.648,20674.86,8605.212000000001
6012,SO - 0006113,In-Store,WARE-UHY1004,2020-10-03,2020-05-15,2020-05-26,2020-05-29,USD,10,15,220,19,3,0.3,2633.1,1606.191,4818.573,5529.509999999999,710.936999999999
6013,SO - 0006114,Wholesale,WARE-XYS1001,2020-10-03,2020-05-15,2020-09-06,2020-10-06,USD,26,27,15,1,1,0.075,3953.0,3360.05,3360.05,3656.525,296.4749999999999
6014,SO - 0006115,Wholesale,WARE-NMK1003,2020-10-03,2020-05-15,2020-05-29,2020-05-31,USD,27,14,96,45,1,0.075,1072.0,825.44,825.44,991.6,166.15999999999997
6015,SO - 0006116,Distributor,WARE-NMK1003,2019-01-12,2020-05-15,2020-11-06,2020-06-13,USD,22,29,150,23,6,0.15,2345.0,1899.45,11396.7,11959.5,562.7999999999993
6016,SO - 0006117,Distributor,WARE-NBV1002,2020-10-03,2020-05-15,2020-01-06,2020-05-06,USD,25,18,81,37,3,0.15,2546.0,2062.26,6186.780000000001,6492.299999999999,305.5199999999986
6017,SO - 0006118,In-Store,WARE-MKL1006,2020-10-03,2020-05-15,2020-04-06,2020-11-06,USD,11,19,351,22,8,0.1,2485.7,1292.564,10340.512,17897.04,7556.528
6018,SO - 0006119,In-Store,WARE-NMK1003,2020-10-03,2020-05-15,2020-07-06,2020-06-17,USD,7,46,158,9,8,0.3,2244.5,1391.59,11132.72,12569.199999999999,1436.4799999999996
6019,SO - 0006120,Distributor,WARE-NMK1003,2019-01-12,2020-05-15,2020-05-26,2020-03-06,USD,23,24,144,17,1,0.05,2391.9,1530.816,1530.816,2272.305,741.4889999999998
6020,SO - 0006121,In-Store,WARE-XYS1001,2020-10-03,2020-05-16,2020-05-26,2020-05-27,USD,7,20,21,32,7,0.05,1038.5,571.175,3998.2249999999995,6906.025,2907.8
6021,SO - 0006122,In-Store,WARE-NMK1003,2020-10-03,2020-05-16,2020-12-06,2020-06-22,USD,10,9,129,25,6,0.1,1916.2,1092.234,6553.4039999999995,10347.480000000001,3794.076000000002
6022,SO - 0006123,Online,WARE-PUJ1005,2019-01-12,2020-05-16,2020-05-06,2020-06-06,USD,17,46,288,47,2,0.075,2733.6,1503.48,3006.96,5057.16,2050.2
6023,SO - 0006124,In-Store,WARE-MKL1006,2020-10-03,2020-05-16,2020-01-06,2020-05-06,USD,5,23,359,5,1,0.075,1098.8,868.052,868.052,1016.39,148.33799999999997
6024,SO - 0006125,In-Store,WARE-UHY1004,2019-01-12,2020-05-16,2020-02-06,2020-12-06,USD,3,33,219,9,1,0.15,1815.7,726.28,726.28,1543.345,817.065
6025,SO - 0006126,In-Store,WARE-XYS1001,2019-01-12,2020-05-16,2020-07-06,2020-06-14,USD,5,4,28,45,7,0.1,1092.1,709.865,4969.055,6880.23,1911.1749999999993
6026,SO - 0006127,In-Store,WARE-PUJ1005,2019-01-12,2020-05-16,2020-07-06,2020-06-13,USD,8,24,301,3,4,0.2,1132.3,611.442,2445.768,3623.36,1177.592
6027,SO - 0006128,In-Store,WARE-NMK1003,2019-01-12,2020-05-16,2020-11-06,2020-06-18,USD,2,17,182,10,7,0.05,2639.8,1689.472,11826.304,17554.67,5728.365999999998
6028,SO - 0006129,Online,WARE-NMK1003,2020-10-03,2020-05-16,2020-05-29,2020-05-30,USD,18,36,158,8,8,0.075,3999.9,2199.945,17599.56,29599.260000000002,11999.7
6029,SO - 0006130,Distributor,WARE-UHY1004,2020-10-03,2020-05-16,2020-06-13,2020-06-14,USD,23,6,249,14,3,0.3,3745.3,2808.975,8426.925,7865.13,-561.7949999999992
6030,SO - 0006131,Online,WARE-MKL1006,2019-01-12,2020-05-16,2020-07-06,2020-06-16,USD,14,48,350,21,7,0.1,5279.6,3167.76,22174.32,33261.48,11087.160000000003
6031,SO - 0006132,In-Store,WARE-NMK1003,2020-10-03,2020-05-16,2020-05-31,2020-09-06,USD,1,10,183,4,5,0.15,1005.0,462.3,2311.5,4271.25,1959.75
6032,SO - 0006133,In-Store,WARE-NMK1003,2020-10-03,2020-05-17,2020-05-28,2020-03-06,USD,8,17,164,37,4,0.05,3879.3,3142.233,12568.932,14741.34,2172.4079999999994
6033,SO - 0006134,Distributor,WARE-PUJ1005,2019-01-12,2020-05-17,2020-01-06,2020-11-06,USD,23,40,291,5,6,0.1,3557.7,1707.696,10246.176,19211.579999999998,8965.403999999999
6034,SO - 0006135,In-Store,WARE-NMK1003,2020-10-03,2020-05-17,2020-05-27,2020-05-31,USD,7,25,132,17,7,0.05,5681.6,4829.36,33805.52,37782.64,3977.1200000000026
6035,SO - 0006136,In-Store,WARE-NMK1003,2020-10-03,2020-05-17,2020-05-25,2020-05-28,USD,2,4,107,31,4,0.05,3865.9,2087.586,8350.344,14690.42,6340.076000000001
6036,SO - 0006137,Online,WARE-NMK1003,2020-10-03,2020-05-17,2020-05-31,2020-08-06,USD,16,29,111,21,7,0.05,2666.6,1093.306,7653.142,17732.89,10079.748
